규모,동수,조감도 이미지 파일경로,위치도 이미지 파일경로,전경 이미지 파일경로,위치,시공자,감리자,세대수,용적율,배치도 이미지 파일경로,설계자,구역명,건폐율,정비사업전문관리업체,사업주체,조합 추진위원회 연락처,구역면적,전화번호,추진현황 id,사업추진단계,조합원수,입출금공개건수
"지하2층/지상26층, 11,347㎡",2,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302140333144160.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302140333144310.png,http://dynamice.busan.go.kr/data/busi_ara/,부산광역시 부산진구 부암동 669-6번지 일원,중아건설(주),(주)지을엔드종합건축사사무소,160,912.7,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302140333144730.jpg,(주)지을엔드종합건축사사무소,신서면아파트 소규모재건축사업 소규모재건축,66.73,(주)가나개발,신서면아파트 소규모재건축,051-819-6696,1212.7,051-819-6696,BARA_0000000030022,착공,53,67
,5,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 부산진구 진사로25번길 3, 2층(개금동)",중흥토건,미정,0,292.04,http://dynamice.busan.go.kr/data/busi_ara/,부강21,신양아파트 소규모재건축사업 소규모재건축,28.51,(주)이룸도시정비개발,신양아파트 소규모재건축사업,051-891-4192,9368,051-891-4192,BARA_0000000030073,건축심의 및 통합심의,0,0
"지하3/지상38, 연면적 239,395.83㎡",12,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509251143508170.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260147543190.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260147543130.jpg,동래구 안락동 1230번지 일원,(주)대우건설,미정,1481,265.84,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260459214530.jpg,(주)일신설계,안락1 재건축,16.02,해밀D&R,안락1 재건축정비사업조합,051-528-8488,77374.7,051-528-8488,BARA_0000000000154,관리처분계획,0,366
지하2층.지상25~32층,6동,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509251148057800.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509251148057850.gif,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509251148057730.jpg,동래구 안락동 152-10번지 일원,경동건설,한림이앤씨,693,283.83,http://dynamice.busan.go.kr/data/busi_ara/,CNP,안락3 재건축,18.05,하나기술단,안락3구역 재건축조합,051-525-2455,32866,051-525-2455,BARA_0000000000272,이전고시,0,0
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,65,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,안락동 144 가로주택정비,1,미정,안락동 144,051-529-5777,8806.27,051-529-5777,BARA_0000000030094,조합설립인가,65,0
"지하5층/지상34층,연면적361,846㎡",22,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901100247458330.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210928137790.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240138202780.PNG,부산진구 양정동 73-7번지 일원,"프리미엄사업단(GS,SK,포스코)",(주)영화키스톤,2276,270.65,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210928137710.png,(주)상지이앤에이,양정1 재개발,17.78,(주)명성디앤씨,양정1주택재개발정비구역,051-851-8151,126839.1,051-851-8151,BARA_0000000000043,준공,990,115
"지하2층/지상22층, 16,353㎡",1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202002041009550290.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202002040959215980.png,양정동 320-1번지 일원,미정,미정,136,497.08,http://dynamice.busan.go.kr/data/busi_ara/,중원건축건축사사무소,양정1 가로주택정비,59.35,미정,CMCD_0000000000470,051-864-5177,2452.9,051-864-5177,BARA_0000000030020,사업시행계획인가,8,0
"지하4층,지상35층/연면적 202,797.2294㎡",14,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100434176670.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100434176640.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240139597150.PNG,양정동 12-6번지 일원,KCC건설,전인CM건축사,1338,254.81,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100434176290.jpg,에이텍종합건축사사무소,양정2 재개발,18.45,태우디엔엠,양정2주택재개발정비구역,051-864-7902,66665.6,051-864-7902,BARA_0000000000051,준공,498,69
"지하2층,지상28층 연면적 135,430.38㎡",10,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210943086750.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210943086710.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240140488200.PNG,양정동 64-3번지 일원,롯데건설,-,903,271.1,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210943086650.png,신도시엔지니어링,양정3 재개발,21.59,다우엠엔지(주),양정3주택재개발정비구역,051-852-9142,44276.7,051-852-9142,BARA_0000000000142,착공,356,132
"지하2층/지상24층,지하2층/지상22층, 15,367㎡",0,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,부산진구 양정동 138-12번지 일원,미정,미정,0,0,http://dynamice.busan.go.kr/data/busi_ara/,미정,양정산정 가로주택정비,0,미정,양정산정 가로주택정비사업,051-804-5177,2151.4,051-804-5177,BARA_0000000030042,조합설립인가,0,0
"지하3층,지상32층",5,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302160136031190.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302160136031400.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201908070143221600.bmp,"부산광역시 부산진구 연수로 18, 3층(양정동)",동원개발,미선정,404,528.89,http://dynamice.busan.go.kr/data/busi_ara/BARA_202302160136031550.jpg,㈜지을엔드종합건축사사무소,양정산호아파트 소규모재건축,31.29,(주)가나개발,양정산호아파트 소규모재건축,051-851-5597,9682.4,051-851-5597,BARA_0000000030016,사업시행계획인가,156,69
"지하3층/36층 연면적 67,528.95㎡",13,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101125340400.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812070433264210.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812070433264170.jpg,사상구 엄궁동 412 일원,코오롱(주),-,1670,261.32,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101125340370.jpg,(주)거원,엄궁1 재개발,16.39,(주)제이앤케이도시정비,엄궁1주택재개발정비구역,051-311-6680,78085,051-311-6680,BARA_0000000000226,관리처분계획,468,106
"지하3층/29층, 연면적 196,119.5039㎡",11,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101122394470.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812070434212040.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812070434211700.jpg,사상구 엄궁동 132 일원,(주)포스코건설,-,1305,250.51,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101122394240.jpg,(주)신도시엔지니어링,엄궁3 재개발,16.48,(주)메이트 S&C,엄궁3주택재개발정비구역,051-323-3385,61837,051-323-3385,BARA_0000000000228,착공,370,179
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,60,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,여고북로123번길 46-3 가로주택정비,1,미정,여고북로123번길 46-3,010-2321-7490,7772.93,010-2321-7490,BARA_0000000030095,조합설립인가,60,0
,8,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,-,-,1116,263.82,http://dynamice.busan.go.kr/data/busi_ara/,-,연산10 재개발,39.4,-,연산10,051-754-8872,61232,051-754-8872,BARA_0000000030144,추진위원회 구성,587,0
"지하5층/지상38층 연면적 153,590.7343㎡",4,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141150098920.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141150098880.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141150098730.jpg,연제구 연산동 1452번지 일원(노동청 뒤편),(주)동원개발,(주)길건축사사무소,740(오피스텔 187),885.75,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141150098830.jpg,희 건축사사무소,연산1재개발 재개발,41.49,(주)가나개발,월드물산(주),051-630-4117,15639.1,051-630-4117,BARA_0000000000094,이전고시,0,0
"지하4층/지상30층, 연면적 159,062",11,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150443456780.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150443456740.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150443456630.jpg,연제구 연산동 1990번지 일원,포스코건설,(주)혜원까치종합건축사사무소,"1,071",292.41,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150443456700.jpg,한미종합건축사사무소,연산2 재개발,19.74,가나개발,연산2구역 주택재개발정비사업 조합,051-866-7874,"51,459.2",051-866-7874,BARA_0000000000095,조합해산,461,240
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,부산광역시 연제구 거제천로 129,미선정,미선정,162,342.26,http://dynamice.busan.go.kr/data/busi_ara/,동언건축사사무소,연산2 가로주택정비,16.89,스마트도시정비,연산2,010-5373-1688,5032.7,010-5373-1688,BARA_0000000030096,조합설립인가,33,0
"지하4층/지상35층, 연면적 248,941.668㎡",18,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811140309520550.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811140309520510.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811140309520410.jpg,연산동 2022번지 일원,현대건설(주),상지엔지니어링건축사사무소,1869,265.38,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811140309520470.jpg,삼익 엔지니어링,연산3 재개발,15.68,정림컨설팅,연산3구역 주택재개발정비사업,051-862-0550,93844.8,051-862-0550,BARA_0000000000096,준공,527,61
"지하3층/지상37층, 연면적 173,480.63㎡",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141156569310.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141156569270.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141156569150.jpg,연제구 연산2동 772번지 일원(연산초교 밑 일원),"롯데건설, 태영건설",(주)청우종합건축사사무소,"1,168",307.46,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811141156569220.jpg,신성건축,연산4 재건축,17.62,부원기획,연산4구역 주택재건축정비사업 조합,051-851-8095,"51,013.6",051-851-8095,BARA_0000000000105,이전고시,289,8
"지하3층/지상25층 연면적 53,470.86㎡",4,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111006034830.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111006034800.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111006034390.jpg,"연제구 연제로33-1, 301호",한진중공업 건설부문,미정,376,294.54,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111006034580.jpg,한미건축,연산5 재개발,23.78,가나개발,연산5구역 주택재개발정비사업,051-867-3692,12069,051-867-3692,BARA_0000000000098,착공,223,124
지하2/지상45층 이하,19,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111143137350.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111143137170.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811140312400250.jpg,연제구 토현로 10 나 상가 216호,미정,미정,0,269.0,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812111143137140.png,미정,연산5(망미주공) 재건축,19.51,미정,연산5구역 재건축정비사업,051-761-1117,208936.6,051-761-1117,BARA_0000000000334,조합설립인가,0,16
"지하2층/지상36층, 연면적 180,234.1189㎡",11개동,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150446292910.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150446292880.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150446292750.jpg,연제구 연산2동 834-4번지 일원(양동초교 일원),롯데건설,신성,"1,230",274.34,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811150446292850.jpg,상지건축,연산6 재개발,15.53,(주)호현도시개발,연산6구역 주택재개발정비사업조합,051-862-6188,"47,671.6",051-862-6188,BARA_0000000000099,조합해산,434,52
지하2층/지상18~39층,12,http://dynamice.busan.go.kr/data/busi_ara/BARA_202304140446080210.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202304170148242920.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811140314093100.jpg,연제구 연산동 387-1번지 일원(한양아파트 일원),미정,미정,1672,284.98,http://dynamice.busan.go.kr/data/busi_ara/BARA_202304140446080360.jpg,미정,연산6 재건축,19.47,미정,연산6구역 주택재건축정비사업,051-754-8105,83596,051-754-8105,BARA_0000000000335,추진위원회 구성,1448,0
,11,http://dynamice.busan.go.kr/data/busi_ara/BARA_202406210100545760.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202406210100546410.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202406210100545550.png,,미정,미정,1275,269.86,http://dynamice.busan.go.kr/data/busi_ara/BARA_202406210100546640.jpg,삼익엔지니어링,연산7 재개발,22.85,호현도시개발,연산7,051-851-8004,75713,051-851-8004,BARA_0000000030145,추진위원회 구성,1275,0
,4,http://dynamice.busan.go.kr/data/busi_ara/BARA_202403190150060870.jpg,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,부산광역시 연제구 연안로14번길 17. 1층,미정,미정,0,287.96,http://dynamice.busan.go.kr/data/busi_ara/,미정,연산8 재개발,26.65,미정,연산8,051-761-0888,24747,051-761-0888,BARA_0000000030134,추진위원회 구성,0,0
,2,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410241136200570.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410241136200680.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410241136200170.JPG,"연제구 과정로 342, 2층",미정,미정,224,323.04,http://dynamice.busan.go.kr/data/busi_ara/BARA_202410241136201200.JPG,신세계건축사사무소,연산강변1 가로주택정비,28.31,큐리하우징,연산강변1,051-852-2570,7637.2,051-852-2570,BARA_0000000030074,건축심의 및 통합심의,88,0
,2,http://dynamice.busan.go.kr/data/busi_ara/BARA_202208171150194870.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202208171150195040.jpg,http://dynamice.busan.go.kr/data/busi_ara/,,HJ중공업,미정,151,342.57,http://dynamice.busan.go.kr/data/busi_ara/BARA_202208171150195130.jpg,젬마건축사사무소,연산동 1291번지 일원 가로주택정비,36.68,지에이치시티플랜,연산동 1291번지 일원,010-3835-6474,5120.4,010-3835-6474,BARA_0000000030086,건축심의 및 통합심의,46,0
미정,0,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"연제구 고분로235번길 26, 3층",미정,미정,0,0,http://dynamice.busan.go.kr/data/busi_ara/,미정,연산동 태광맨션 가로주택정비,0,미정,연산동 태광맨션 가로주택 정비구역,051-753-2227,2973,051-753-2227,BARA_0000000030038,사업시행계획인가,0,21
"지하5층,지상29층/연면적157,947㎡",11,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210954421570.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812140411139160.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901280219106040.png,초읍동 54-1번지 일원,(주)한화건설,(주)원종합엔지니어링,1113,279.93,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210954421520.png,신도시,연지1-2 재개발,20.53,(주)부원기획,연지1-2주택재개발정비구역,051-807-9991,50851.2,051-807-9991,BARA_0000000000046,이전고시,340,132
"지하5층,지상33층/연면적 437,388㎡",24,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901100237540030.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812210955459190.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240142107070.PNG,연지동 250-76번지 일원,삼성물산(주),(주)행림종합건축사,2616,272.46,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812110450392450.png,AB라인,연지2 재개발,18.91,(주)메이트S&C,연지2주택재개발정비구역,051-819-5531,131501.8,051-819-5531,BARA_0000000000052,준공,1114,4
,5,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,0,00,http://dynamice.busan.go.kr/data/busi_ara/,미정,연지3 재개발,00,미정,연지3,051-808-2006,31926,051-808-2006,BARA_0000000030159,조합설립인가,0,0
미정,22,http://dynamice.busan.go.kr/data/busi_ara/BARA_202106010919455490.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201910041106346220.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812120132063300.jpg,신선동3가 89-21번지 일원,"현대건설,현대엔지니어링",미정,4389,260.83,http://dynamice.busan.go.kr/data/busi_ara/BARA_201604250127163430.jpg,아이에스건축사사무소,영도제1재정비촉진5구역 재개발,15.41,(주)명성디앤씨,영도제1재정비촉진5 재개발,051-413-0955,176166,051-413-0955,BARA_0000000000288,조합설립인가,2839,191
미정,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100549370510.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202203310151339480.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202203310151339240.jpg,"영주동 2번지, 초량동 1064-1번지 일원",미정,미정,0,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100549251930.png,삼중아키텍트건축사사무소,영주1 재건축,0,피케이엔지니어링,영주1 재건축정비사업,051-466-0407,13758,051-466-0407,BARA_0000000000274,조합설립인가,0,0
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306190331587350.jpg,http://dynamice.busan.go.kr/data/busi_ara/,부산광역시 중구 영주로 64-1,미정,미정,215,230.41,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306190331587600.jpg,미정,영주아파트 2블럭 가로주택정비,29.28,미정,영주아파트 2블럭,051-466-4009,8894.1,051-466-4009,BARA_0000000030110,조합설립인가,170,0
,4,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,부산과아역시 중구 영초길 87 영주아파트 가-311호,미정,미정,217,30,http://dynamice.busan.go.kr/data/busi_ara/,미정,영주아파트3블럭 가로주택정비,220,미정,영주아파트3블럭,010-5261-9389,8694.10,010-5261-9389,BARA_0000000030127,조합설립인가,202,0
미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260149544010.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260149543990.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260149543870.jpg,동래구 온천동 397-6번지 일원,미정,미정,미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260149543960.png,미정,온천1 재건축,미정,미정,미정,051-552-0819,19919,051-552-0819,BARA_0000000000286,추진위원회 구성,0,0
"지하4층, 지상25~35층, 연면적 591,209.9142㎡",32,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509230308190030.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240155178990.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812240154555730.PNG,동래구 온천동 885-2번지 일원,"삼성물산, 현대산업개발",청우,"3,853",247.49,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901301103257730.jpg,C&T건축사사무소,온천2 재개발,14.72,도시와 미래,온천2구역 주택재개발정비사업조합,051-558-5591,"233,063",051-558-5591,BARA_0000000000212,준공,1500,107
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"동래구 충렬대로107번길 54, 1층 8호 (온천동, 럭키종합상가)",1,1,3,1,http://dynamice.busan.go.kr/data/busi_ara/,1,온천3 재건축,1,1,온천3,051-553-7375,122684,051-553-7375,BARA_0000000030166,추진위원회 구성,1,0
"지하6층, 지상35층, 연면적 682,950.6413㎡",36개동,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509251220366130.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260238010800.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260238010030.jpg,동래구 온천동 100-13번지 일원,(주)삼성물산,-,4043(임대220),279,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901301110387440.JPG,"C&T,(주)영탑",온천4 재개발,16.55,(주)도시와미래,온천4구역 주택재개발정비사업조합,051-553-9476,227438,051-553-9476,BARA_0000000000214,착공,1475,126
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,419,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,온천5 재개발,1,미정,온천5,051-506-2228,38596,051-506-2228,BARA_0000000030136,조합설립인가,419,0
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,57,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,온천동 공작아파트 일원 가로주택정비,1,미정,온천동 공작아파트 일원,051-507-9613,5422.20,051-507-9613,BARA_0000000030075,사업시행계획인가,57,0
미정,3,http://dynamice.busan.go.kr/data/busi_ara/BARA_202303150522363610.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202303150526056420.png,http://dynamice.busan.go.kr/data/busi_ara/,온천동 1370-1번지 일원,미정,미정,271,299.19,http://dynamice.busan.go.kr/data/busi_ara/,주식회사 이루건축사사무소,온천제2공영아파트 일원 가로주택정비,23.47,주식회사 로뎀,온천제2공영아파트 일원 가로주택정비사업,051-507-9611,9019.7,051-507-9611,BARA_0000000030045,사업시행계획인가,133,6
"153,213.15",9,http://dynamice.busan.go.kr/data/busi_ara/BARA_202207270507521480.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202207280239451680.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101144079900.png,"용호로 99, 3층(용호동)",(주)대우건설,미정,1041,267.5,http://dynamice.busan.go.kr/data/busi_ara/BARA_202207270507521920.jpg,(주)벡타건축,용호2 재개발,17.72,(주)건은 도시정비시스템,용호2주택재개발,051-628-1217,51230.7,051-628-1217,BARA_0000000000189,관리처분계획,984,135
"지하4층,지상35층, 연면적 230,086.7177㎡",11,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100357298350.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101149366100.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101149366030.png,"용호로 198번길 6, 2층 203호 (용호동, 레지던스)","(주)태영건설, (주)효성중공업",(주)이가ACM건축사사무소,1725,268.88,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100357298080.jpg,㈜신성ENG,용호3 재개발,15.28,(주)명성디앤씨,용호3주택재개발,051-611-9993,68382.3,051-611-9993,BARA_0000000000190,준공,1638,73
,14,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,　,　,916,237.46,http://dynamice.busan.go.kr/data/busi_ara/,　,용호4 재개발,15.06,　,용호4,051-626-5948,55048,051-626-5948,BARA_0000000030171,추진위원회 구성,689,0
,29,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202507160126012800.JPG,http://dynamice.busan.go.kr/data/busi_ara/,"동명로 158번길 86, 2층",-,-,1112,262.12,http://dynamice.busan.go.kr/data/busi_ara/,　,용호7 재개발,12.60,　,용호7,051-626-5948,58712,051-626-5948,BARA_0000000030172,추진위원회 구성,624,0
"지하4층, 지상29층",20,http://dynamice.busan.go.kr/data/busi_ara/null,http://dynamice.busan.go.kr/data/busi_ara/null,http://dynamice.busan.go.kr/data/busi_ara/null,"부산광역시 해운대구 해운대로 383번길 150, 301호",DL이앤씨,미정,1476,258.12,http://dynamice.busan.go.kr/data/busi_ara/null,미정,우동1 재건축,23.72,미정,우동1 재건축,051-743-5507,79508,051-743-5507,BARA_0000000000300,사업시행계획인가,1011,25
지하5층/지상47층,3,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100537357900.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100537357850.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100537357750.jpg,"부산광역시 남구 수영로 18-8, 401호",(주)삼한종합건설,미정,660,623.39,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100537357800.jpg,미정,우동2재개발 재개발,38.53,가나개발,우동2재개발,051-744-5551,14750,051-744-5551,BARA_0000000000022,착공,0,0
지하3층 ~지상 39층 (예정),24,http://dynamice.busan.go.kr/data/busi_ara/BARA_202504230517124800.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080212166190.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811080212165650.jpg,"부산광역시 해운대구 중동1로 25-1, 7층","현대산업개발, 대우건설",미정,0,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_202504230517125520.jpg,아이에스,우동3 재개발,0,(주)호현도시개발,우동3 주택재개발,051-746-3303,160727,051-746-3303,BARA_0000000000013,조합설립인가,0,111
"지하3층/지상30층 연면적 32,205㎡",2,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200425491670.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200425491650.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200425491570.jpg,"부산광역시 해운대구 해운대로469번길 190, 상가동 108호",한웅건설(주),(주)이지건축,199,324.99,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812200425491600.jpg,아키하임종합건축사사무소,우동5 재개발,17.41,(주)반석도시개발,우동5 주택재개발,051-747-1670,6997,051-747-1670,BARA_0000000000271,해제,57,121
"지하4층/지상38층 연면적 354,640.9325㎡",17,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205130821179750.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205130821180170.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101151564780.png,"우암로 148, 부산은행 우암점 2층(우암동)","(주)효성, 진흥 공동사업단",(주)토펙엔지니어링 건축사사무소,2205,280.71,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205130821180760.jpg,(주)호원종합건축,우암1 재개발,19.75,미정,우암1주택재개발,051-633-9133,100468.5,051-633-9133,BARA_0000000000192,착공,1983,130
"지하5/지상35층, 연면적428,631.819㎡",29,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100358076900.PNG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101153117140.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101153117020.png,"우암로 168-1, 3층",두산건설,(주)원종합엔지니어링,3048,272.13,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100358076860.PNG,상지건축,우암2 재개발,20.09,(주)명진디앤씨,우암2 주택재개발,051-644-7789,148865,051-644-7789,BARA_0000000000193,착공,2834,54
