"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"157","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2000","202508","01","10,295","12","법인","개인","2024","부전로140번길 12","-","직거래","-"
"158","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","18.2900","202508","01","9,322","11","법인","개인","2024","부전로140번길 12","-","직거래","-"
"159","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","21.7400","202508","01","11,080","11","법인","개인","2024","부전로140번길 12","-","직거래","-"
"160","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2000","202508","01","10,295","11","법인","개인","2024","부전로140번길 12","-","직거래","-"
"161","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.6400","202508","01","10,519","11","법인","개인","2024","부전로140번길 12","-","직거래","-"
"162","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.6400","202508","01","10,519","11","법인","개인","2024","부전로140번길 12","-","직거래","-"
"163","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2000","202508","01","10,295","15","법인","개인","2024","부전로140번길 12","-","직거래","-"
"164","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","21.7400","202508","01","11,076","15","법인","개인","2024","부전로140번길 12","-","직거래","-"
"165","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2000","202508","01","10,295","11","법인","개인","2024","부전로140번길 12","-","직거래","-"
"166","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","18.2900","202508","01","9,322","10","법인","개인","2024","부전로140번길 12","-","직거래","-"
"167","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","21.7400","202508","01","11,080","10","법인","개인","2024","부전로140번길 12","-","직거래","-"
"168","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2400","202508","01","10,316","4","법인","개인","2024","부전로140번길 12","-","직거래","-"
"169","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.7800","202508","01","10,591","4","법인","개인","2024","부전로140번길 12","-","직거래","-"
"170","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.6400","202508","01","10,519","15","법인","개인","2024","부전로140번길 12","-","직거래","-"
"171","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2400","202508","01","10,316","2","법인","개인","2024","부전로140번길 12","-","직거래","-"
"172","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2000","202508","01","10,295","10","법인","개인","2024","부전로140번길 12","-","직거래","-"
"173","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.6400","202508","01","10,519","10","법인","개인","2024","부전로140번길 12","-","직거래","-"
"174","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.6400","202508","01","10,519","10","법인","개인","2024","부전로140번길 12","-","직거래","-"
"175","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2000","202508","01","10,295","10","법인","개인","2024","부전로140번길 12","-","직거래","-"
"176","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","18.2900","202508","01","9,322","9","법인","개인","2024","부전로140번길 12","-","직거래","-"
"177","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","21.7400","202508","01","11,080","9","법인","개인","2024","부전로140번길 12","-","직거래","-"
"178","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.2400","202508","01","10,316","9","법인","개인","2024","부전로140번길 12","-","직거래","-"
"179","부산광역시 부산진구 부전동","394-10","0394","0010","하람하우스","20.7600","202508","01","10,581","9","법인","개인","2024","부전로140번길 12","-","직거래","-"
"180","부산광역시 남구 문현동","815","0815","0000","한일오피스텔","50.4900","202507","31","5,650","8","법인","법인","1991","자성로 152","-","직거래","-"
"181","부산광역시 해운대구 우동","777","0777","0000","해운대 한신 휴플러스","26.8625","202507","31","7,000","11","개인","개인","2014","해운대로 550","-","중개거래","부산 해운대구"
"182","부산광역시 부산진구 부전동","18","0018","0000","삼정 그린코아 더 시티","24.5841","202507","31","15,500","9","개인","법인","2020","중앙대로 797","-","직거래","-"
"183","부산광역시 부산진구 부전동","18","0018","0000","삼정 그린코아 더 시티","24.4593","202507","31","15,500","9","법인","법인","2020","중앙대로 797","-","직거래","-"
"184","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","22.9870","202507","31","6,000","8","개인","개인","2017"," ","-","중개거래","부산 해운대구"
"185","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","22.9870","202507","31","6,200","16","개인","개인","2017"," ","-","중개거래","부산 해운대구"
"186","부산광역시 사상구 괘법동","984","0984","0000","센트럴 스타힐스","45.4855","202507","31","17,600","13","개인","개인","2022","사상로223번길 23","-","중개거래","부산 사상구"
"187","부산광역시 사상구 괘법동","542-15","0542","0015","아이더블유타워","45.9200","202507","31","18,500","11","개인","법인","2019","광장로97번길 7","-","직거래","-"
"188","부산광역시 부산진구 전포동","881-5","0881","0005","더블루 오피스텔","28.6000","202507","31","6,750","2","개인","개인","2012","전포대로171번길 26","-","중개거래","부산 부산진구"
"189","부산광역시 동구 초량동","1155","1155","0000","초량동반도보라스카이뷰","40.0025","202507","31","10,800","17","개인","개인","2006","중앙대로320번길 10","-","중개거래","부산 동구"
"190","부산광역시 연제구 연산동","587-1","0587","0001","연산동웰메이드오피스텔","21.7379","202507","31","5,780","22","개인","개인","2017","중앙대로1134번길 28","-","중개거래","부산 연제구"
"191","부산광역시 영도구 봉래동2가","140","0140","0000","부산항 퀸즈W 오션프런트","29.8720","202507","30","27,530","20","기타","기타","2025","봉래나루로166번길 10","-","직거래","-"
"192","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","28.3050","202507","30","7,000","18","개인","개인","2014"," ","-","직거래","-"
"193","부산광역시 부산진구 범천동","853-9","0853","0009","맨해튼 줌시티","24.0480","202507","30","16,000","20","개인","법인","2022","범일로192번길 41","-","직거래","-"
"194","부산광역시 부산진구 전포동","686-1","0686","0001","더블루2","27.0260","202507","30","7,500","16","개인","개인","2013","서전로38번길 65","-","직거래","-"
"195","부산광역시 연제구 연산동","788-2","0788","0002","로얄캐슬","84.9000","202507","30","16,000","9","개인","개인","2015","월드컵대로3번길 15","-","중개거래","부산 연제구"
"196","부산광역시 부산진구 범천동","853-9","0853","0009","맨해튼 줌시티","27.3021","202507","30","20,000","20","개인","법인","2022","범일로192번길 41","-","직거래","-"
"197","부산광역시 부산진구 범천동","853-9","0853","0009","맨해튼 줌시티","27.3021","202507","30","16,000","16","개인","법인","2022","범일로192번길 41","-","직거래","-"
"198","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202507","29","9,150","13","개인","개인","1993","수영로 312","-","중개거래","부산 남구"
"199","부산광역시 부산진구 범천동","864-1","0864","0001","다인 로얄팰리스","51.7500","202507","29","18,000","18","개인","개인","2020"," ","-","중개거래","부산 부산진구"
"200","부산광역시 부산진구 전포동","890-32","0890","0032","전포 코아루 오펠리움 오피스텔","44.3500","202507","29","21,590","24","법인","개인","2019","전포대로 159","-","중개거래","부산 동구"
"201","부산광역시 사하구 하단동","596-17","0596","0017","하단 파미르빌","38.3800","202507","29","6,200","9","개인","개인","2003","하신중앙로335번길 82","-","직거래","-"
"202","부산광역시 동구 좌천동","1177","1177","0000","부산항 일동미라주 더오션(2지구)","82.8353","202507","28","30,000","24","개인","개인","2021"," ","-","중개거래","부산 동구"
"203","부산광역시 해운대구 우동","643-1","0643","0001","한양수자인 마린 오피스텔","26.1740","202507","28","7,000","5","개인","개인","2013","해운대로570번길 17","-","중개거래","부산 해운대구"
"204","부산광역시 연제구 연산동","1492-2","1492","0002","(1492-2)","36.9900","202507","28","11,250","2","개인","법인","2014","거제천로118번길 60","-","중개거래","부산 연제구"
"205","부산광역시 연제구 연산동","1492-2","1492","0002","(1492-2)","36.9900","202507","28","11,250","3","개인","법인","2014","거제천로118번길 60","-","중개거래","부산 연제구"
"206","부산광역시 동구 수정동","1352","1352","0000","협성휴포레·부산진역 오션뷰","32.6924","202507","28","11,000","27","개인","개인","2019"," ","-","중개거래","부산 동구"
"207","부산광역시 동구 범일동","1664","1664","0000","두산위브더제니스 하버시티","55.7580","202507","28","22,000","13","개인","개인","2023"," ","-","중개거래","부산 동구"
"208","부산광역시 동구 초량동","1210-6","1210","0006","태영 노블리안","26.2200","202507","28","6,300","10","개인","개인","2003","중앙대로 169","-","중개거래","부산 동구"
"209","부산광역시 수영구 광안동","159-3","0159","0003","대권네오텔","31.3100","202507","28","5,700","11","법인","개인","2001","광남로 149","-","중개거래","부산 수영구"
"210","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","27.3100","202507","27","10,500","8","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"211","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","27.4100","202507","27","10,500","7","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"212","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","27.3100","202507","27","10,500","7","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"213","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","27.4100","202507","27","10,500","6","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"214","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","27.3100","202507","27","10,500","6","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"215","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","29.5400","202507","27","10,500","7","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"216","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","27.3100","202507","27","10,500","7","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"217","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","27.4100","202507","27","10,500","8","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"218","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","29.5400","202507","27","10,500","8","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
"219","부산광역시 수영구 민락동","34-4","0034","0004","더폼하우스","29.5400","202507","27","10,500","6","법인","개인","2018","민락본동로11번길 42","-","중개거래","부산 수영구"
