"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"139","부산광역시 해운대구 중동","877-1","0877","0001","중동빌라","68.2000","47.2300","202507","23","44,000","4","개인","개인","2003","좌동순환로468번나길 20","-","중개거래","부산 연제구","25.07.30"
"140","부산광역시 금정구 남산동","957-5","0957","0005","기준아트빌라","84.9800","48.5000","202507","23","12,700","2","개인","개인","1992","청룡로45번길 33","-","중개거래","부산 금정구","-"
"141","부산광역시 해운대구 반여동","1291-1465","1291","1465","동부빌라(1291-1465)","59.9400","27.8750","202507","23","10,500","4","개인","개인","1998","해운대로61번길 45-13","-","직거래","-","-"
"142","부산광역시 수영구 광안동","135-19","0135","0019","건왕제이파크6","16.5784","10.5030","202507","23","18,500","2","개인","개인","2018","수영로600번길 50","20250804","중개거래","부산 부산진구","-"
"143","부산광역시 수영구 광안동","133-31","0133","0031","오크라","16.7750","11.0071","202507","23","17,000","3","개인","개인","2020","수영로600번길 93-4","-","중개거래","부산 수영구, 부산 연제구","-"
"144","부산광역시 중구 대청동1가","9-47","0009","0047","양지","26.5200","14.6600","202507","23","5,680","3","개인","개인","1992","대청로99번안길 3","-","중개거래","부산 중구","-"
"145","부산광역시 사하구 다대동","959","0959","0000","다대남도빌라","79.7400","68.6500","202507","22","18,000","2","개인","개인","1990","윤공단로 25","-","직거래","-","-"
"146","부산광역시 금정구 회동동","340","0340","0000","아진맨션","45.9900","41.1250","202507","22","5,800","4","개인","개인","1983","회천로26번길 6-8","-","직거래","-","25.07.23"
"147","부산광역시 북구 만덕동","861-9","0861","0009","일동","55.0700","63.9000","202507","22","7,600","3","개인","개인","1989","은행나무로36번길 104","-","중개거래","부산 북구","-"
"148","부산광역시 부산진구 개금동","633-4","0633","0004","국민(633-4)","39.6700","56.3800","202507","22","3,500","1","개인","개인","1974","복지로 89","-","직거래","-","25.08.13"
"149","부산광역시 남구 용호동","533-62","0533","0062","심우주택(다)","35.9700","30.3000","202507","22","6,000","2","개인","개인","1980","동명로132번길 123","-","중개거래","부산 남구","25.07.30"
"150","부산광역시 서구 동대신동3가","247","0247","0000","(247-0)","44.4233","36.0456","202507","21","10,000","4","개인","개인","2013","보수대로230번길 17","-","직거래","-","25.07.22"
"151","부산광역시 수영구 광안동","120-32","0120","0032","WELLMADEBYS.H","15.6694","11.8358","202507","21","15,500","4","개인","개인","2017","무학로 24-8","-","중개거래","부산 연제구","-"
"152","부산광역시 남구 대연동","884-9","0884","0009","삼원5차","75.8300","40.6875","202507","21","18,100","3","개인","개인","2000","유엔로157번길 31-1","-","중개거래","부산 남구","-"
"153","부산광역시 수영구 민락동","41-13","0041","0013","성광빌라","75.7300","42.4200","202507","21","19,500","2","개인","개인","1995","감포로12번길 37","-","중개거래","부산 수영구","-"
"154","부산광역시 부산진구 양정동","141-15","0141","0015","유림차오름","48.2800","21.4800","202507","21","12,000","5","개인","개인","2014","중앙대로980번길 35","-","중개거래","부산 연제구","-"
"155","부산광역시 해운대구 반송동","330-2","0330","0002","동부빌","71.3600","46.3620","202507","21","14,000","4","법인","개인","2012","반송로916번길 30","-","직거래","-","-"
"156","부산광역시 금정구 장전동","504","0504","0000","아인빌","32.6920","19.3615","202507","21","6,200","2","개인","개인","2015","금샘로17번안길 21","-","직거래","-","25.08.08"
"157","부산광역시 동구 좌천동","915-1","0915","0001","양지코쿤","54.7700","277.0000","202507","21","5,000","5","개인","개인","2007","망양로852번길 17","20250728","중개거래","부산 수영구","-"
"158","부산광역시 해운대구 우동","382-3","0382","0003","제세스마트빌라","84.8400","38.3200","202507","21","38,000","2","개인","개인","1998","우동1로 83","-","직거래","-","-"
"159","부산광역시 연제구 연산동","488-19","0488","0019","대한아트빌(488-19)","43.7800","21.6500","202507","21","7,000","3","개인","개인","2002","고분로242번길 50","-","중개거래","부산 연제구","25.08.11"
"160","부산광역시 남구 용호동","482-15","0482","0015","무지개맨션","55.9200","51.3000","202507","20","8,500","3","개인","개인","1984","용호로198번길 28","-","직거래","-","25.07.21"
"161","부산광역시 수영구 광안동","166-17","0166","0017","성주빌라","76.0600","44.3375","202507","19","28,500","2","개인","개인","2003","광안로22번길 46-3","-","중개거래","부산 수영구","-"
"162","부산광역시 금정구 부곡동","730-4","0730","0004","거성빌라2동","80.7000","59.4240","202507","19","42,500","1","개인","개인","1995","서동로57번길 20","-","중개거래","부산 금정구","-"
"163","부산광역시 수영구 광안동","166-7","0166","0007","정우","60.7300","40.0000","202507","19","22,000","3","개인","개인","1981","수영로546번길 11","20250806","중개거래","부산 수영구","-"
"164","부산광역시 부산진구 가야동","639-40","0639","0040","베스트빌3","62.3700","15.2402","202507","19","21,000","10","개인","개인","2016","가야대로498번길 40","-","중개거래","부산 부산진구","-"
"165","부산광역시 강서구 명지동","3478-4","3478","0004","부산명지중흥S-클래스더테라스","84.8950","119.6777","202507","19","40,000","2","개인","개인","2019","명지국제13로38번길 11","-","중개거래","부산 강서구","-"
"166","부산광역시 수영구 망미동","436-13","0436","0013","리더클래스","39.4600","22.8166","202507","19","17,000","5","개인","개인","2018","과정로79번길 28","-","중개거래","부산 수영구","-"
"167","부산광역시 수영구 광안동","166-7","0166","0007","정우","60.7300","47.8900","202507","19","22,000","3","개인","개인","1981","수영로546번길 11","-","중개거래","부산 수영구","-"
"168","부산광역시 수영구 광안동","166-7","0166","0007","정우","60.7300","40.0000","202507","19","22,000","3","개인","개인","1981","수영로546번길 11","20250801","중개거래","부산 수영구","-"
"169","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","16.1200","10.9000","202507","18","10,300","3","개인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구, 부산 연제구","-"
"170","부산광역시 사하구 괴정동","539-3","0539","0003","한창스위트빌라","69.8400","35.3210","202507","18","17,000","1","개인","개인","1995","사하로141번나길 93","-","중개거래","부산 사하구","25.07.31"
"171","부산광역시 동래구 온천동","1450-10","1450","0010","두루예시카하우스","49.8300","19.1670","202507","18","14,800","4","개인","개인","2016","여고북로123번길 58","-","중개거래","부산 동래구","25.08.13"
"172","부산광역시 연제구 연산동","1147-10","1147","0010","연산미소가3차","25.6800","16.0342","202507","18","17,500","4","개인","법인","2022","대리로 14","-","직거래","-","25.08.07"
"173","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","15.6200","10.6000","202507","18","10,000","5","개인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구, 부산 연제구","-"
"174","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","24.6100","16.6000","202507","18","12,600","5","법인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구","-"
"175","부산광역시 수영구 광안동","166-7","0166","0007","정우","55.0700","37.8900","202507","18","19,000","3","개인","개인","1981","수영로546번길 11","-","중개거래","부산 수영구","25.08.01"
"176","부산광역시 수영구 광안동","166-7","0166","0007","정우","55.0700","30.0000","202507","18","19,000","3","개인","개인","1981","수영로546번길 11","20250801","중개거래","부산 수영구","-"
"177","부산광역시 북구 구포동","300","0300","0000","미소드리움","73.2400","12.2562","202507","17","12,700","3","개인","법인","2017","구포만세길 151","-","직거래","-","25.07.25"
"178","부산광역시 동래구 안락동","431-3","0431","0003","어반스테이","19.0200","13.1300","202507","17","15,300","5","개인","개인","2022","명안로17번길 83","-","중개거래","부산 동래구","25.07.30"
"179","부산광역시 수영구 남천동","35-36","0035","0036","삼해(나)","58.9900","44.1300","202507","17","22,000","2","개인","개인","1983","남천바다로22번길 22","-","중개거래","부산 수영구","25.07.17"
"180","부산광역시 수영구 광안동","133-31","0133","0031","오크라","16.7750","11.0071","202507","17","17,000","3","개인","개인","2020","수영로600번길 93-4","-","중개거래","부산 수영구, 부산 연제구","-"
"181","부산광역시 연제구 거제동","766-2","0766","0002","동서","51.1100","41.5984","202507","17","4,000","1","개인","개인","1981","화지로76번길 11","-","직거래","-","25.07.25"
"182","부산광역시 강서구 명지동","3478-4","3478","0004","부산명지중흥S-클래스더테라스","84.1532","118.6320","202507","16","45,000","1","개인","개인","2019","명지국제13로38번길 11","-","중개거래","부산 강서구","-"
"183","부산광역시 사하구 하단동","513-2","0513","0002","동화빌","45.1900","12.1500","202507","16","13,550","8","개인","개인","2013","하신번영로300번길 127","-","직거래","-","-"
"184","부산광역시 동래구 온천동","1466-65","1466","0065","녹지빌라","72.0000","40.4800","202507","16","25,800","3","개인","개인","2000","충렬대로86번길 117","20250716","중개거래","부산 동래구","-"
"185","부산광역시 동래구 온천동","1466-65","1466","0065","녹지빌라","72.0000","40.4800","202507","16","25,800","3","개인","개인","2000","충렬대로86번길 117","-","중개거래","부산 동래구","-"
"186","부산광역시 중구 영주동","411-1","0411","0001","홍조이브빌A","58.8400","20.1790","202507","16","12,000","4","개인","개인","2003","동영로 66","-","직거래","-","25.07.16"
"187","부산광역시 연제구 연산동","339-35","0339","0035","제이빌라","42.1200","20.2420","202507","16","7,000","3","개인","개인","2002","고분로105번길 5","-","중개거래","부산 연제구","-"
"188","부산광역시 수영구 망미동","952-4","0952","0004","라메르빌","70.1900","37.6280","202507","16","22,000","5","개인","개인","2013","망미배산로 104-3","-","중개거래","부산 수영구","-"
"189","부산광역시 해운대구 우동","261-1","0261","0001","궁전빌라","68.2800","34.4700","202507","16","74,300","4","개인","개인","1994","우동2로30번길 88","-","중개거래","부산 연제구","-"
"190","부산광역시 수영구 광안동","129-43","0129","0043","화담파크밸리","15.3200","9.4560","202507","16","13,000","4","개인","법인","2019","무학로52번길 36-5","-","중개거래","부산 수영구","25.07.16"
"191","부산광역시 수영구 광안동","180-3","0180","0003","삼성","59.0400","41.1500","202507","16","33,000","4","개인","개인","1981","수영로522번길 30","-","중개거래","부산 부산진구","-"
"192","부산광역시 수영구 광안동","120-276","0120","0276","예솔빌라","47.7500","30.9486","202507","16","25,400","4","개인","개인","2015","수영로610번길 34","-","중개거래","부산 수영구","-"
"193","부산광역시 부산진구 개금동","218-1","0218","0001","플러스빌","49.9000","23.6000","202507","16","11,500","5","개인","개인","2013","백양대로252번길 7","-","중개거래","부산 부산진구","-"
"194","부산광역시 사하구 하단동","508-41","0508","0041","협성","53.9100","162.7500","202507","16","10,950","2","개인","개인","1987","낙동대로486번길 27-5","-","직거래","-","25.07.23"
"195","부산광역시 수영구 광안동","1170-12","1170","0012","태황빌리지(1170-12)","75.6600","56.1250","202507","15","37,500","3","개인","개인","1997","장대골로76번길 11","-","중개거래","부산 수영구","-"
"196","부산광역시 금정구 장전동","603-7","0603","0007","하운모닝빌","82.8400","27.3000","202507","15","44,000","3","기타","개인","2016","식물원로29번길 12","-","직거래","-","-"
"197","부산광역시 부산진구 개금동","767","0767","0000","국민(767-0)","39.6700","56.1900","202507","15","6,000","2","개인","개인","1976","진사로50번길 30","-","직거래","-","25.07.16"
"198","부산광역시 수영구 남천동","73-19","0073","0019","대경빌","66.4700","40.4313","202507","15","24,500","3","개인","개인","2014","남천서로19번길 5","-","중개거래","부산 남구","-"
"199","부산광역시 수영구 광안동","1039-7","1039","0007","명성프리미엄","16.1200","10.9000","202507","15","10,300","4","개인","개인","2015","연수로382번길 20","-","중개거래","부산 수영구, 부산 연제구","-"
"200","부산광역시 금정구 남산동","998-9","0998","0009","세진빌라(998-9)","80.1700","55.5700","202507","15","13,600","2","개인","개인","1996","금강로633번길 41-1","-","중개거래","부산 금정구","-"
"201","부산광역시 동구 초량동","796-44","0796","0044","이화(796-44)","65.4200","25.6250","202507","14","7,100","1","개인","개인","2000","초량북로 16-4","-","직거래","-","25.07.14"
"202","부산광역시 동래구 온천동","1460-16","1460","0016","초원라온시티","57.1600","23.9700","202507","14","18,300","5","개인","개인","2015","여고북로123번나길 29","-","중개거래","부산 동래구","-"
