"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"177","부산광역시 기장군 정관읍 방곡리","3**","12m미만","40.00","월세","202508","01","500","40","2017","방곡로","202509~202609","신규","-","","","단독다가구"
"178","부산광역시 사상구 주례동","9*","12m미만","20.00","월세","202508","01","500","36","2017","주례로","202508~202702","신규","-","","","단독다가구"
"179","부산광역시 남구 대연동","6**","8m미만","64.99","전세","202508","01","10,000","0","","용소로64번길","202508~202707","신규","-","","","단독다가구"
"180","부산광역시 수영구 망미동","4**","8m미만","242.55","월세","202508","01","500","45","1998","망미번영로55번길","202508~202707","신규","-","","","단독다가구"
"181","부산광역시 동래구 명장동","4**","8m미만","47.00","전세","202508","01","2,000","0","1983","명장로63번라길","202508~202607","신규","-","","","단독다가구"
"182","부산광역시 동래구 온천동","1***","8m미만","60.83","월세","202508","01","300","31","2020","미남로116번길","202508~202607","신규","-","","","단독다가구"
"183","부산광역시 금정구 부곡동","2**","8m미만","32.80","월세","202508","01","6,000","25","2018","중앙대로1719번길","202508~202708","신규","-","","","단독다가구"
"184","부산광역시 수영구 광안동","1**","8m미만","33.00","월세","202508","01","5,000","10","1991","무학로39번길","202509~202709","신규","-","","","단독다가구"
"185","부산광역시 수영구 광안동","1**","8m미만","21.79","월세","202508","01","500","27","2010","광안로22번길","202508~202607","신규","-","","","단독다가구"
"186","부산광역시 수영구 광안동","1**","8m미만","23.46","월세","202508","01","500","33","2012","수영로600번길","202508~202607","신규","-","","","단독다가구"
"187","부산광역시 수영구 광안동","1**","8m미만","79.92","월세","202508","01","250","29","2012","남천바다로21번길","202508~202608","신규","-","","","단독다가구"
"188","부산광역시 수영구 광안동","5**","8m미만","36.32","월세","202508","01","6,400","15","2009","광일로29번나길","202508~202708","신규","-","","","단독다가구"
"189","부산광역시 강서구 신호동","2**","8m미만","68.64","월세","202508","01","2,000","27","2012","신호산단4로64번가길","202508~202607","신규","-","","","단독다가구"
"190","부산광역시 강서구 명지동","3***","12m미만","20.00","월세","202508","01","500","45","2016","명지오션시티8로42번길","202508~202607","신규","-","","","단독다가구"
"191","부산광역시 남구 대연동","1***","8m미만","18.00","월세","202508","01","300","29","2010","못골번영로40번길","202508~202607","신규","-","","","단독다가구"
"192","부산광역시 서구 초장동","6*","8m미만","60.00","월세","202508","01","100","10","","해돋이로213번길","202508~202708","신규","-","","","단독다가구"
"193","부산광역시 강서구 범방동","1***","25m미만","25.00","월세","202508","01","500","45","2018","범방3로59번길","202508~202607","신규","-","","","단독다가구"
"194","부산광역시 강서구 범방동","1***","12m미만","20.00","월세","202508","01","200","36","2018","범방3로78번길","202508~202608","신규","-","","","단독다가구"
"195","부산광역시 부산진구 범천동","1***","8m미만","20.56","월세","202508","01","2,000","20","","신암로39번길","202508~202808","신규","-","","","단독다가구"
"196","부산광역시 사상구 감전동","1**","25m미만","112.73","월세","202508","01","500","20","1974","새벽시장로75번길","202508~202707","신규","-","","","단독다가구"
"197","부산광역시 북구 덕천동","3**","25m미만","56.20","전세","202508","01","3,000","0","1996","기찰로","202508~202708","신규","-","","","단독다가구"
"198","부산광역시 해운대구 반송동","*","8m미만","40.33","월세","202508","01","1,000","20","1993","윗반송로35번길","202508~202707","신규","-","","","단독다가구"
"199","부산광역시 부산진구 당감동","4*","8m미만","66.12","월세","202508","01","1,500","20","1959","신천대로197번길","202508~202707","신규","-","","","단독다가구"
"200","부산광역시 동구 수정동","7**","12m미만","46.00","월세","202508","01","2,000","20","1985","수정로","202508~202608","신규","-","","","단독다가구"
"201","부산광역시 연제구 연산동","3**","12m미만","141.66","월세","202508","01","5,000","50","1982","신금로","202508~202808","신규","-","","","단독다가구"
"202","부산광역시 북구 화명동","1***","8m미만","19.08","월세","202508","01","500","41","2015","금곡대로330번가길","202508~202608","신규","-","","","단독다가구"
"203","부산광역시 사하구 하단동","6**","12m미만","56.77","월세","202508","01","1,000","60","2017","동매로23번길","202508~202608","신규","-","","","단독다가구"
"204","부산광역시 금정구 장전동","2**","12m미만","28.00","월세","202508","01","3,000","29","2018","금강로321번길","202508~202607","신규","-","","","단독다가구"
"205","부산광역시 남구 대연동","8**","8m미만","25.60","월세","202508","01","200","31","2008","유엔평화로29번길","202508~202607","신규","-","","","단독다가구"
"206","부산광역시 동래구 칠산동","2*","8m미만","42.48","전세","202507","31","1,050","0","1979","동래로159번길","202507~202707","신규","-","","","단독다가구"
"207","부산광역시 해운대구 재송동","1***","12m미만","157.19","월세","202507","31","300","27","1984","재송1로46번길","202508~202708","신규","-","","","단독다가구"
"208","부산광역시 부산진구 가야동","5**","8m미만","112.75","월세","202507","31","2,500","20","1979","가야대로548번가길","202509~202708","신규","-","","","단독다가구"
"209","부산광역시 부산진구 가야동","4**","8m미만","20.00","월세","202507","31","500","50","2017","엄광로190번길","202508~202608","신규","-","","","단독다가구"
"210","부산광역시 서구 남부민동","1**","8m미만","25.79","월세","202507","31","500","20","1953","천마로131번길","202507~202707","신규","-","","","단독다가구"
"211","부산광역시 강서구 신호동","2**","25m이상","28.22","월세","202507","31","500","45","2016","신호산단2로","202508~202608","신규","-","","","단독다가구"
"212","부산광역시 동래구 사직동","5*","8m미만","45.00","월세","202507","31","1,000","45","1984","사직북로28번길","202507~202707","신규","-","","","단독다가구"
"213","부산광역시 강서구 명지동","3***","12m미만","24.75","월세","202507","31","300","30","2017","명지국제4로208번길","202507~202607","신규","-","","","단독다가구"
"214","부산광역시 수영구 수영동","4**","8m미만","151.00","월세","202507","31","500","55","2010","망미번영로52번길","202507~202607","신규","-","","","단독다가구"
"215","부산광역시 남구 대연동","7*","12m미만","20.00","월세","202507","31","200","40","2014","용소로8번길","202507~202607","신규","-","","","단독다가구"
"216","부산광역시 금정구 장전동","4**","12m미만","31.11","월세","202507","31","500","35","2016","부산대학로49번길","202507~202607","신규","-","","","단독다가구"
"217","부산광역시 금정구 장전동","2**","12m미만","23.10","월세","202507","31","100","35","1977","장전온천천로113번길","202508~202709","신규","-","","","단독다가구"
"218","부산광역시 중구 부평동1가","3*","8m미만","26.45","전세","202507","31","3,000","0","","중구로","202507~202707","신규","-","","","단독다가구"
"219","부산광역시 금정구 남산동","9**","12m미만","153.05","월세","202507","31","300","33","2018","금강로681번길","202507~202607","신규","-","","","단독다가구"
"220","부산광역시 해운대구 반여동","1***","8m미만","156.80","월세","202507","31","1,000","5","1992","재반로241번길","202507~202707","신규","-","","","단독다가구"
"221","부산광역시 금정구 서동","3**","8m미만","38.69","월세","202507","31","30","8","2004","서동시장길","202507~202707","신규","-","","","단독다가구"
"222","부산광역시 서구 암남동","5**","12m미만","49.00","월세","202507","31","500","25","1988","장군산로46번길","202508~202607","신규","-","","","단독다가구"
"223","부산광역시 사하구 감천동","1*","25m미만","36.35","월세","202507","31","900","16","1941","옥천로","202507~202707","신규","-","","","단독다가구"
"224","부산광역시 수영구 남천동","4*","12m미만","46.49","월세","202507","31","3,000","38","2014","수영로481번길","202507~202607","신규","-","","","단독다가구"
"225","부산광역시 수영구 광안동","5**","8m미만","35.00","전세","202507","31","5,000","0","2008","장대골로45번길","202507~202707","신규","-","","","단독다가구"
"226","부산광역시 남구 대연동","2**","8m미만","34.00","월세","202507","31","800","60","2021","진남로30번길","202508~202608","신규","-","","","단독다가구"
"227","부산광역시 수영구 광안동","6**","8m미만","25.32","월세","202507","31","500","20","2009","광서로9번길","202507~202607","신규","-","","","단독다가구"
"228","부산광역시 수영구 광안동","1**","12m미만","19.07","월세","202507","31","200","21","2009","수영로594번길","202507~202607","신규","-","","","단독다가구"
"229","부산광역시 동래구 복천동","1**","12m미만","115.15","전세","202507","31","11,000","0","1988","복천로","202511~202711","신규","-","","","단독다가구"
"230","부산광역시 동구 수정동","9**","12m미만","194.44","월세","202507","31","1,000","38","1992","수정외솔로","202507~202707","신규","-","","","단독다가구"
"231","부산광역시 기장군 정관읍 용수리","1***","12m미만","61.98","월세","202507","31","5,000","20","2012","가동3로","202508~202708","신규","-","","","단독다가구"
"232","부산광역시 기장군 기장읍 동부리","4**","12m미만","24.75","월세","202507","31","500","45","2018","차성동로142번길","202508~202607","신규","-","","","단독다가구"
"233","부산광역시 기장군 정관읍 모전리","6**","12m미만","26.70","월세","202507","31","1,000","36","2019","모전2길","202508~202608","신규","-","","","단독다가구"
"234","부산광역시 기장군 장안읍 월내리","2**","8m미만","30.00","월세","202507","31","100","33","2007","월내1길","202507~202707","신규","-","","","단독다가구"
"235","부산광역시 기장군 일광읍 삼성리","8**","12m미만","24.85","월세","202507","30","500","50","2021","해빛6로","202508~202608","신규","-","","","단독다가구"
"236","부산광역시 기장군 정관읍 달산리","1***","12m미만","31.00","월세","202507","30","200","40","2015","달산3길","202507~202607","신규","-","","","단독다가구"
"237","부산광역시 기장군 정관읍 달산리","1***","25m미만","43.00","월세","202507","30","2,000","40","2017","달산4길","202510~202610","신규","-","","","단독다가구"
"238","부산광역시 기장군 일광읍 삼성리","7**","25m미만","32.01","월세","202507","30","500","50","2018","기장해안로","202508~202608","신규","-","","","단독다가구"
"239","부산광역시 금정구 장전동","3**","12m미만","29.70","월세","202507","30","1,000","50","1976","금강로291번길","202507~202607","신규","-","","","단독다가구"
"240","부산광역시 남구 용호동","5**","8m미만","30.00","월세","202507","30","1,000","10","1984","동명로152번길","202508~202608","신규","-","","","단독다가구"
"241","부산광역시 사상구 주례동","8*","12m미만","31.80","월세","202507","30","200","33","1978","진사로","202507~202707","신규","-","","","단독다가구"
